ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10671232,HZ422841,09/01/2016 08:00:00 AM,007XX W OAKDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1934,019,44,6,07,1170880,1919873,2016,09/08/2016 03:48:43 PM,41.935610726,-87.64741378,"(41.935610726, -87.64741378)"
10669659,HZ421224,09/01/2016 08:00:00 AM,038XX S ARCHER AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0911,009,12,58,06,1160159,1879150,2016,09/08/2016 03:48:43 PM,41.824091721,-87.687939526,"(41.824091721, -87.687939526)"
10666623,HZ417327,09/01/2016 08:00:00 AM,021XX W CRYSTAL ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1424,014,32,24,05,1161948,1908307,2016,09/08/2016 03:48:43 PM,41.904064242,-87.680562917,"(41.904064242, -87.680562917)"
10665929,HZ415948,09/01/2016 08:00:00 AM,005XX W MADISON ST,0890,THEFT,FROM BUILDING,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,0121,001,42,28,06,,,2016,09/08/2016 03:48:43 PM,,,
10665827,HZ416465,09/01/2016 08:00:00 AM,071XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0323,003,6,69,05,1177962,1857620,2016,09/08/2016 03:48:43 PM,41.764625795,-87.623278986,"(41.764625795, -87.623278986)"
10665783,HZ416443,09/01/2016 08:00:00 AM,046XX S WELLS ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0925,009,3,37,06,1175450,1874439,2016,09/08/2016 03:48:43 PM,41.810835418,-87.631983223,"(41.810835418, -87.631983223)"
10665704,HZ416354,09/01/2016 08:00:00 AM,025XX W HUTCHINSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1911,019,47,5,14,1158482,1928139,2016,09/08/2016 03:48:43 PM,41.958556298,-87.692750152,"(41.958556298, -87.692750152)"
10665646,HZ416269,09/01/2016 08:00:00 AM,107XX S UNION AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2233,022,34,49,26,1173549,1833672,2016,09/08/2016 03:48:43 PM,41.699008066,-87.640160649,"(41.699008066, -87.640160649)"
10665530,HZ416086,09/01/2016 08:00:00 AM,005XX S STATE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0123,001,2,32,06,1176447,1897915,2016,09/08/2016 03:48:43 PM,41.875232942,-87.6276188,"(41.875232942, -87.6276188)"
10665397,HZ415828,09/01/2016 08:00:00 AM,086XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0614,006,21,71,06,1167842,1847460,2016,09/08/2016 03:48:43 PM,41.736968606,-87.660662612,"(41.736968606, -87.660662612)"
10665222,HZ415869,09/01/2016 08:00:00 AM,066XX S UNIVERSITY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0321,003,5,42,06,1184691,1861305,2016,09/08/2016 03:48:43 PM,41.774582702,-87.598500258,"(41.774582702, -87.598500258)"
10665144,HZ415816,09/01/2016 08:00:00 AM,056XX N KIMBALL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1711,017,39,13,14,1152694,1937362,2016,09/08/2016 03:48:43 PM,41.983981533,-87.713783943,"(41.983981533, -87.713783943)"
10665097,HZ415809,09/01/2016 08:00:00 AM,013XX N BELL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),false,false,1424,014,1,24,26,1161160,1908936,2016,09/08/2016 03:48:43 PM,41.905806685,-87.683439937,"(41.905806685, -87.683439937)"
10665189,HZ415835,09/01/2016 08:10:00 AM,053XX S BISHOP ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,0934,009,16,61,26,1167572,1869385,2016,09/08/2016 03:48:43 PM,41.797139463,-87.661023944,"(41.797139463, -87.661023944)"
10665382,HZ415920,09/01/2016 08:15:00 AM,015XX S LOOMIS ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1233,012,2,28,06,1167289,1892560,2016,10/02/2016 03:47:43 PM,41.860740083,-87.661397022,"(41.860740083, -87.661397022)"
10665194,HZ415860,09/01/2016 08:20:00 AM,018XX N CLEVELAND AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1813,018,43,7,06,1172644,1912445,2016,09/08/2016 03:48:43 PM,41.91518906,-87.641151382,"(41.91518906, -87.641151382)"
10666360,HZ415815,09/01/2016 08:28:00 AM,091XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0634,006,21,49,08B,1176551,1844433,2016,09/08/2016 03:48:43 PM,41.728470906,-87.628846372,"(41.728470906, -87.628846372)"
10665875,HZ416454,09/01/2016 08:30:00 AM,028XX N TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1411,014,35,21,08B,1154885,1918791,2016,09/08/2016 03:48:43 PM,41.932977759,-87.706225585,"(41.932977759, -87.706225585)"
10665673,HZ416309,09/01/2016 08:32:00 AM,0000X S DESPLAINES ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0121,001,2,28,06,1171938,1900093,2016,09/08/2016 03:48:43 PM,41.881310061,-87.64410969,"(41.881310061, -87.64410969)"
10665205,HZ415844,09/01/2016 08:40:00 AM,0000X E JACKSON BLVD,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, GROUNDS",true,false,0113,001,2,32,26,1176528,1899005,2016,09/08/2016 03:48:43 PM,41.878222138,-87.627288482,"(41.878222138, -87.627288482)"
10665440,HZ415837,09/01/2016 08:50:00 AM,028XX N TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1411,014,35,21,08B,1154885,1918805,2016,09/08/2016 03:48:43 PM,41.933016176,-87.706225209,"(41.933016176, -87.706225209)"
10665484,HZ415862,09/01/2016 08:55:00 AM,079XX S BENNETT AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,true,0414,004,8,46,04A,1190247,1852722,2016,09/08/2016 03:48:43 PM,41.750898156,-87.578409321,"(41.750898156, -87.578409321)"
10665243,HZ415856,09/01/2016 08:55:00 AM,016XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0611,006,17,71,08B,1166823,1853653,2016,09/08/2016 03:48:43 PM,41.753984879,-87.664219493,"(41.753984879, -87.664219493)"
10665202,HZ415880,09/01/2016 08:57:00 AM,036XX W DIVERSEY AVE,0810,THEFT,OVER $500,ALLEY,false,false,2524,025,35,22,06,1151424,1918369,2016,09/08/2016 03:48:43 PM,41.931888519,-87.718955649,"(41.931888519, -87.718955649)"
10705113,HZ461438,09/01/2016 09:00:00 AM,023XX N KEYSTONE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,2525,025,31,20,11,,,2016,10/05/2016 03:52:03 PM,,,
10691026,HZ445457,09/01/2016 09:00:00 AM,004XX N WELLS ST,0810,THEFT,OVER $500,STREET,false,false,1831,018,42,8,06,1174661,1903052,2016,09/26/2016 03:52:09 PM,41.889369287,-87.634022523,"(41.889369287, -87.634022523)"
10690587,HZ444915,09/01/2016 09:00:00 AM,012XX W NORTH AVE,0810,THEFT,OVER $500,OTHER,false,false,1433,014,32,24,06,1168038,1910796,2016,09/26/2016 03:52:09 PM,41.910764867,-87.658120918,"(41.910764867, -87.658120918)"
10681442,HZ434250,09/01/2016 09:00:00 AM,007XX S FINANCIAL PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0123,001,2,32,05,1175104,1897037,2016,09/19/2016 03:49:04 PM,41.87285385,-87.632576028,"(41.87285385, -87.632576028)"
10674923,HZ426949,09/01/2016 09:00:00 AM,018XX S KARLOV AVE,0810,THEFT,OVER $500,APARTMENT,false,true,1012,010,24,29,06,1149358,1890586,2016,09/12/2016 03:57:28 PM,41.855689417,-87.727269139,"(41.855689417, -87.727269139)"
10673610,HZ425350,09/01/2016 09:00:00 AM,080XX S MAPLEWOOD AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,false,false,0835,008,18,70,11,1160781,1851055,2016,09/12/2016 03:57:28 PM,41.746982385,-87.686433086,"(41.746982385, -87.686433086)"
10671261,HZ422989,09/01/2016 09:00:00 AM,065XX N MOZART ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,2412,024,50,2,26,1156144,1943294,2016,09/08/2016 03:48:43 PM,42.000190026,-87.700934217,"(42.000190026, -87.700934217)"
10665860,HZ416336,09/01/2016 09:00:00 AM,063XX S JUSTINE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0725,007,16,67,26,1167094,1862683,2016,09/08/2016 03:48:43 PM,41.778758605,-87.662968458,"(41.778758605, -87.662968458)"
10665813,HZ416600,09/01/2016 09:00:00 AM,077XX S MARSHFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0611,006,17,71,05,1166687,1853423,2016,09/08/2016 03:48:43 PM,41.753356628,-87.664724438,"(41.753356628, -87.664724438)"
10665697,HZ416335,09/01/2016 09:00:00 AM,016XX N WASHTENAW AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1421,014,1,24,05,1158118,1910812,2016,09/08/2016 03:48:43 PM,41.91101728,-87.694562978,"(41.91101728, -87.694562978)"
10665604,HZ416044,09/01/2016 09:00:00 AM,006XX W 80TH ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0621,006,21,71,06,1173215,1851838,2016,09/08/2016 03:48:43 PM,41.748865483,-87.640848535,"(41.748865483, -87.640848535)"
10665419,HZ416104,09/01/2016 09:00:00 AM,069XX W ADDISON ST,0890,THEFT,FROM BUILDING,PARK PROPERTY,false,false,1632,016,36,17,06,1129349,1923145,2016,09/08/2016 03:48:43 PM,41.945399848,-87.799970169,"(41.945399848, -87.799970169)"
10665352,HZ416033,09/01/2016 09:00:00 AM,013XX N KILDARE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2534,025,37,23,26,1147470,1908405,2016,09/08/2016 03:48:43 PM,41.904623168,-87.733742138,"(41.904623168, -87.733742138)"
10666982,HZ415890,09/01/2016 09:04:00 AM,078XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,RESTAURANT,false,false,0623,006,6,69,08B,1180265,1853045,2016,09/08/2016 03:48:43 PM,41.752019022,-87.614977963,"(41.752019022, -87.614977963)"
10665287,HZ415889,09/01/2016 09:04:00 AM,109XX S DOTY AVE E,0860,THEFT,RETAIL THEFT,APPLIANCE STORE,true,false,0513,005,10,51,06,1185667,1832643,2016,09/08/2016 03:48:43 PM,41.695908161,-87.595822806,"(41.695908161, -87.595822806)"
10678281,HZ431021,09/01/2016 09:15:00 AM,023XX W LOGAN BLVD,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1432,014,1,22,06,1160418,1917765,2016,09/15/2016 03:48:20 PM,41.930049492,-87.685920733,"(41.930049492, -87.685920733)"
10665956,HZ416500,09/01/2016 09:15:00 AM,130XX S ELLIS AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,0533,005,9,54,11,1185299,1818776,2016,09/08/2016 03:48:43 PM,41.657863861,-87.597603697,"(41.657863861, -87.597603697)"
10665742,HZ416212,09/01/2016 09:15:00 AM,047XX N BROADWAY,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,1914,019,48,3,06,1167488,1931888,2016,09/08/2016 03:48:43 PM,41.968654176,-87.659532372,"(41.968654176, -87.659532372)"
10665791,HZ416288,09/01/2016 09:19:00 AM,107XX S WESTERN AVE,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,BANK,true,false,2212,022,19,75,13,1162294,1833494,2016,09/08/2016 03:48:43 PM,41.69876079,-87.681376348,"(41.69876079, -87.681376348)"
10665650,HZ415900,09/01/2016 09:20:00 AM,010XX E 82ND ST,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,0631,006,8,44,03,1184516,1850834,2016,09/08/2016 03:48:43 PM,41.745853357,-87.59946923,"(41.745853357, -87.59946923)"
10665442,HZ416004,09/01/2016 09:20:00 AM,004XX W CHICAGO AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,false,false,1823,018,27,8,15,1173227,1905648,2016,09/08/2016 03:48:43 PM,41.89652481,-87.639211587,"(41.89652481, -87.639211587)"
10669724,HZ421311,09/01/2016 09:30:00 AM,014XX W 114TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2234,022,34,75,11,1168858,1828816,2016,09/08/2016 03:48:43 PM,41.685784724,-87.657476437,"(41.685784724, -87.657476437)"
10667373,HZ417769,09/01/2016 09:30:00 AM,041XX W FERDINAND ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1111,011,28,23,08B,1148675,1903148,2016,09/08/2016 03:48:43 PM,41.890174212,-87.72945171,"(41.890174212, -87.72945171)"
10666738,HZ417426,09/01/2016 09:30:00 AM,014XX W BYRON ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1922,019,47,6,05,1166162,1926000,2016,09/08/2016 03:48:43 PM,41.952525781,-87.66457697,"(41.952525781, -87.66457697)"
10666457,HZ416187,09/01/2016 09:30:00 AM,035XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0212,002,4,36,14,1181368,1881512,2016,09/08/2016 03:48:43 PM,41.830109681,-87.610058377,"(41.830109681, -87.610058377)"
10665416,HZ415962,09/01/2016 09:37:00 AM,0000X N LOREL AVE,0460,BATTERY,SIMPLE,ALLEY,false,false,1522,015,28,25,08B,1140719,1899740,2016,09/08/2016 03:48:43 PM,41.880972165,-87.758753958,"(41.880972165, -87.758753958)"
10665279,HZ415963,09/01/2016 09:45:00 AM,066XX S ST LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0321,003,20,42,14,1181373,1861211,2016,09/08/2016 03:48:43 PM,41.774401911,-87.610666272,"(41.774401911, -87.610666272)"
10665396,HZ415950,09/01/2016 09:50:00 AM,109XX S GREEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2233,022,34,75,14,1172597,1832288,2016,09/08/2016 03:48:43 PM,41.695231129,-87.643687003,"(41.695231129, -87.643687003)"
10670997,HZ415907,09/01/2016 09:54:00 AM,022XX E 103RD ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0434,004,10,51,06,1192874,1837123,2016,09/08/2016 03:48:43 PM,41.708029389,-87.569290282,"(41.708029389, -87.569290282)"
10680996,HZ433908,09/01/2016 10:00:00 AM,080XX S RICHMOND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0835,008,18,70,26,1158109,1851193,2016,09/19/2016 03:49:04 PM,41.747415787,-87.696220334,"(41.747415787, -87.696220334)"
10677908,HZ430688,09/01/2016 10:00:00 AM,006XX W MELROSE ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1925,019,44,6,06,1171271,1921881,2016,09/15/2016 03:48:20 PM,41.941112165,-87.645917666,"(41.941112165, -87.645917666)"
10672750,HZ424653,09/01/2016 10:00:00 AM,050XX W PALMER ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2522,025,31,19,05,1142242,1914155,2016,09/12/2016 03:57:28 PM,41.920500465,-87.752803349,"(41.920500465, -87.752803349)"
10672538,HZ424199,09/01/2016 10:00:00 AM,008XX N GREENVIEW AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1213,012,27,24,06,1166220,1905912,2016,09/12/2016 03:57:28 PM,41.897401921,-87.664939363,"(41.897401921, -87.664939363)"
10672423,HZ424202,09/01/2016 10:00:00 AM,001XX W 116TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0522,005,34,53,26,1177228,1827684,2016,09/12/2016 03:57:28 PM,41.682494068,-87.626869725,"(41.682494068, -87.626869725)"
10672336,HZ424066,09/01/2016 10:00:00 AM,027XX S ELEANOR ST,0890,THEFT,FROM BUILDING,CONSTRUCTION SITE,false,false,0913,009,11,60,06,1167478,1886551,2016,09/12/2016 03:57:28 PM,41.844246787,-87.660875986,"(41.844246787, -87.660875986)"
10667948,HZ416132,09/01/2016 10:00:00 AM,056XX S GREEN ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,0712,007,20,68,04B,1171599,1867529,2016,09/08/2016 03:48:43 PM,41.791959021,-87.646310856,"(41.791959021, -87.646310856)"
10666808,HZ417404,09/01/2016 10:00:00 AM,081XX S MARSHFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0614,006,21,71,05,1166759,1850716,2016,09/08/2016 03:48:43 PM,41.745926703,-87.664537693,"(41.745926703, -87.664537693)"
10666290,HZ417136,09/01/2016 10:00:00 AM,042XX W IRVING PARK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1722,017,38,16,07,1147576,1926251,2016,09/08/2016 03:48:43 PM,41.953592191,-87.7328937,"(41.953592191, -87.7328937)"
10665613,HZ416238,09/01/2016 10:00:00 AM,001XX N CENTRAL PARK DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,false,false,1122,011,28,27,14,1152171,1901053,2016,09/08/2016 03:48:43 PM,41.884357083,-87.716667996,"(41.884357083, -87.716667996)"
10665404,HZ415969,09/01/2016 10:00:00 AM,113XX S CARPENTER ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2234,022,34,75,08B,1171359,1829381,2016,09/08/2016 03:48:43 PM,41.687280968,-87.64830436,"(41.687280968, -87.64830436)"
10665431,HZ415978,09/01/2016 10:10:00 AM,023XX N CALIFORNIA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,1414,014,35,22,04A,1157321,1915225,2016,09/08/2016 03:48:43 PM,41.92314315,-87.697370668,"(41.92314315, -87.697370668)"
10665368,HZ416006,09/01/2016 10:11:00 AM,054XX W NORTH AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,SIDEWALK,false,false,2532,025,37,25,26,1139768,1910101,2016,09/08/2016 03:48:43 PM,41.909421431,-87.761992667,"(41.909421431, -87.761992667)"
10665502,HZ415970,09/01/2016 10:13:00 AM,0000X S PULASKI RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,false,false,1115,011,28,26,14,1149732,1899610,2016,09/08/2016 03:48:43 PM,41.880445077,-87.725661897,"(41.880445077, -87.725661897)"
10665438,HZ416123,09/01/2016 10:15:00 AM,015XX N KINGSBURY ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1822,018,32,8,06,1169199,1910732,2016,09/08/2016 03:48:43 PM,41.910564089,-87.653857711,"(41.910564089, -87.653857711)"
10665281,HZ415968,09/01/2016 10:15:00 AM,069XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2431,024,49,1,08B,1166822,1946080,2016,09/08/2016 03:48:43 PM,42.007611727,-87.661571906,"(42.007611727, -87.661571906)"
10665792,HZ416015,09/01/2016 10:20:00 AM,041XX W ROOSEVELT RD,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,SMALL RETAIL STORE,false,false,1011,010,24,29,13,1149077,1894388,2016,09/08/2016 03:48:43 PM,41.866128006,-87.728202194,"(41.866128006, -87.728202194)"
10665539,HZ416003,09/01/2016 10:20:00 AM,005XX W HARRISON ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,GOVERNMENT BUILDING/PROPERTY,false,false,0124,001,2,28,26,1172659,1897574,2016,09/08/2016 03:48:43 PM,41.874381838,-87.641536792,"(41.874381838, -87.641536792)"
10665933,HZ416701,09/01/2016 10:25:00 AM,017XX W TERRA COTTA PL,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1931,019,32,7,06,1164221,1916960,2016,09/08/2016 03:48:43 PM,41.927760875,-87.671968519,"(41.927760875, -87.671968519)"
10665559,HZ415995,09/01/2016 10:29:00 AM,074XX S KIMBARK AVE,0820,THEFT,$500 AND UNDER,ALLEY,false,false,0324,003,5,43,06,1186166,1856009,2016,09/08/2016 03:48:43 PM,41.760015287,-87.593260266,"(41.760015287, -87.593260266)"
10672858,HZ424785,09/01/2016 10:30:00 AM,012XX S UNION AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESTAURANT,false,false,1232,012,25,28,10,1171723,1894427,2016,09/12/2016 03:57:28 PM,41.865766893,-87.645065982,"(41.865766893, -87.645065982)"
10667322,HZ418104,09/01/2016 10:30:00 AM,009XX W DIVISION ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,1822,018,32,8,08B,1169894,1908199,2016,09/08/2016 03:48:43 PM,41.903598253,-87.651378536,"(41.903598253, -87.651378536)"
10666322,HZ415990,09/01/2016 10:30:00 AM,010XX S HOMAN AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1134,011,24,29,08A,1153862,1895297,2016,09/08/2016 03:48:43 PM,41.868528502,-87.710611752,"(41.868528502, -87.710611752)"
10665833,HZ416357,09/01/2016 10:30:00 AM,095XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0511,005,21,49,06,1177973,1841788,2016,09/08/2016 03:48:43 PM,41.721180629,-87.623717187,"(41.721180629, -87.623717187)"
10665767,HZ416436,09/01/2016 10:30:00 AM,048XX N ASHLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2032,020,47,3,05,1164774,1932651,2016,09/08/2016 03:48:43 PM,41.970806013,-87.669489875,"(41.970806013, -87.669489875)"
10665732,HZ416470,09/01/2016 10:30:00 AM,076XX S WOOD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0611,006,17,71,11,1165678,1853947,2016,09/08/2016 03:48:43 PM,41.754816016,-87.668407216,"(41.754816016, -87.668407216)"
10665538,HZ416024,09/01/2016 10:30:00 AM,065XX N SACRAMENTO AVE,0460,BATTERY,SIMPLE,STREET,false,false,2412,024,50,2,08B,1155149,1943209,2016,09/08/2016 03:48:43 PM,41.999976889,-87.704596911,"(41.999976889, -87.704596911)"
10665515,HZ416126,09/01/2016 10:30:00 AM,114XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0531,005,9,50,08A,1182290,1829250,2016,09/08/2016 03:48:43 PM,41.686675992,-87.608291666,"(41.686675992, -87.608291666)"
10665430,HZ416034,09/01/2016 10:30:00 AM,029XX N DAWSON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1412,014,35,21,05,1153429,1919432,2016,09/08/2016 03:48:43 PM,41.934765813,-87.711559201,"(41.934765813, -87.711559201)"
10665346,HZ416041,09/01/2016 10:30:00 AM,013XX S ALBANY AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1022,010,24,29,06,1155928,1893512,2016,09/08/2016 03:48:43 PM,41.863588895,-87.703075093,"(41.863588895, -87.703075093)"
10665412,HZ416056,09/01/2016 10:32:00 AM,017XX W 119TH ST,2027,NARCOTICS,POSS: CRACK,PARKING LOT/GARAGE(NON.RESID.),true,false,2234,022,34,75,18,1166721,1825768,2016,09/08/2016 03:48:43 PM,41.677466222,-87.665386066,"(41.677466222, -87.665386066)"
10665288,HZ415991,09/01/2016 10:34:00 AM,018XX W FULLERTON AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1811,018,32,7,06,1163739,1915978,2016,09/08/2016 03:48:43 PM,41.925076395,-87.673767435,"(41.925076395, -87.673767435)"
10665581,HZ416012,09/01/2016 10:38:00 AM,0000X E LAKE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,COLLEGE/UNIVERSITY GROUNDS,true,false,0111,001,42,32,26,1176585,1901750,2016,09/08/2016 03:48:43 PM,41.885753285,-87.626996239,"(41.885753285, -87.626996239)"
10665497,HZ415985,09/01/2016 10:40:00 AM,006XX N CENTRAL PARK AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1122,011,27,23,04A,1152271,1903971,2016,09/08/2016 03:48:43 PM,41.892362401,-87.71622372,"(41.892362401, -87.71622372)"
10665334,HZ415984,09/01/2016 10:40:00 AM,022XX W WARREN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1223,012,2,28,14,1161576,1900316,2016,09/08/2016 03:48:43 PM,41.882144043,-87.682152139,"(41.882144043, -87.682152139)"
10665526,HZ416008,09/01/2016 10:45:00 AM,120XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0532,005,9,53,08B,1179016,1824854,2016,09/08/2016 03:48:43 PM,41.674687705,-87.620410327,"(41.674687705, -87.620410327)"
10665472,HZ416046,09/01/2016 10:45:00 AM,052XX S DREXEL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,0233,002,5,41,04A,1183132,1870498,2016,09/08/2016 03:48:43 PM,41.799845512,-87.603929335,"(41.799845512, -87.603929335)"
10665441,HZ416060,09/01/2016 10:45:00 AM,004XX E 80TH ST,0460,BATTERY,SIMPLE,APARTMENT,true,true,0631,006,6,44,08B,1180776,1852066,2016,09/08/2016 03:48:43 PM,41.749320815,-87.613135423,"(41.749320815, -87.613135423)"
10665504,HZ416107,09/01/2016 10:50:00 AM,121XX S WENTWORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0523,005,9,53,05,1177128,1824388,2016,09/08/2016 03:48:43 PM,41.673451586,-87.627334644,"(41.673451586, -87.627334644)"
10666357,HZ416007,09/01/2016 10:51:00 AM,043XX W AUGUSTA BLVD,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,false,false,1111,011,37,23,26,1147361,1906313,2016,09/08/2016 03:48:43 PM,41.898884591,-87.734196199,"(41.898884591, -87.734196199)"
10672274,HZ416011,09/01/2016 10:55:00 AM,041XX W ROOSEVELT RD,5011,OTHER OFFENSE,LICENSE VIOLATION,SMALL RETAIL STORE,false,false,1011,010,24,29,26,1149077,1894388,2016,09/12/2016 03:57:28 PM,41.866128006,-87.728202194,"(41.866128006, -87.728202194)"
10665761,HZ416526,09/01/2016 10:55:00 AM,106XX S STATE LINE RD,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,0432,004,10,52,06,1205117,1835015,2016,09/08/2016 03:48:43 PM,41.701938041,-87.524529465,"(41.701938041, -87.524529465)"
10666697,HZ417394,09/01/2016 11:00:00 AM,003XX W 91ST ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0634,006,21,49,26,1175810,1844595,2016,09/08/2016 03:48:43 PM,41.728932066,-87.63155596,"(41.728932066, -87.63155596)"
