tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
621,6/1/2016 00:49:44,6/1/2016 01:00:06,377,6 Ave & Canal St,40.72243797,-74.00566443,295,Pike St & E Broadway,40.71406667,-73.99293911,25175,Subscriber,1945,1
282,6/1/2016 00:50:29,6/1/2016 00:55:11,326,E 11 St & 1 Ave,40.72953837,-73.98426726,487,E 20 St & FDR Drive,40.73314259,-73.97573881,23041,Subscriber,1981,1
304,6/1/2016 00:50:32,6/1/2016 00:55:36,268,Howard St & Centre St,40.71910537,-73.99973337,295,Pike St & E Broadway,40.71406667,-73.99293911,14581,Subscriber,,0
839,6/1/2016 00:50:38,6/1/2016 01:04:37,3222,Hanson Pl & St Felix St,40.685159599891776,-73.97711366415024,3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,15422,Subscriber,1985,2
776,6/1/2016 00:51:10,6/1/2016 01:04:06,470,W 20 St & 8 Ave,40.74345335,-74.00004031,453,W 22 St & 8 Ave,40.74475148,-73.99915362,24178,Subscriber,1964,1
212,6/1/2016 00:51:12,6/1/2016 00:54:45,477,W 41 St & 8 Ave,40.75640548,-73.9900262,493,W 45 St & 6 Ave,40.7568001,-73.98291153,18255,Subscriber,1971,1
882,6/1/2016 00:51:14,6/1/2016 01:05:57,379,W 31 St & 7 Ave,40.749156,-73.9916,3131,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,15062,Subscriber,1955,1
830,6/1/2016 00:51:38,6/1/2016 01:05:29,368,Carmine St & 6 Ave,40.73038599,-74.00214988,466,W 25 St & 6 Ave,40.74395411,-73.99144871,16917,Subscriber,1993,2
458,6/1/2016 00:51:45,6/1/2016 00:59:24,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,167,E 39 St & 3 Ave,40.7489006,-73.97604882,17175,Subscriber,1981,2
4265,6/1/2016 00:52:00,6/1/2016 02:03:05,146,Hudson St & Reade St,40.71625008,-74.0091059,150,E 2 St & Avenue C,40.7208736,-73.98085795,18328,Customer,,0
906,6/1/2016 00:52:19,6/1/2016 01:07:26,405,Washington St & Gansevoort St,40.739323,-74.008119,361,Allen St & Hester St,40.71605866,-73.99190759,25015,Subscriber,1990,1
899,6/1/2016 00:52:47,6/1/2016 01:07:46,393,E 5 St & Avenue C,40.72299208,-73.97995466,360,William St & Pine St,40.70717936,-74.00887308,22174,Subscriber,1967,1
486,6/1/2016 00:52:56,6/1/2016 01:01:02,531,Forsyth St & Broome St,40.71893904,-73.99266288,307,Canal St & Rutgers St,40.71427487,-73.98990025,21084,Subscriber,1956,1
388,6/1/2016 00:52:59,6/1/2016 00:59:28,147,Greenwich St & Warren St,40.71542197,-74.01121978,127,Barrow St & Hudson St,40.73172428,-74.00674436,22607,Subscriber,1978,1
488,6/1/2016 00:53:16,6/1/2016 01:01:24,503,E 20 St & Park Ave,40.73827428,-73.98751968,445,E 10 St & Avenue A,40.72740794,-73.98142006,23323,Subscriber,1996,2
142,6/1/2016 00:53:28,6/1/2016 00:55:51,447,8 Ave & W 52 St,40.76370739,-73.9851615,457,Broadway & W 58 St,40.76695317,-73.98169333,21097,Subscriber,1990,1
592,6/1/2016 00:53:47,6/1/2016 01:03:40,470,W 20 St & 8 Ave,40.74345335,-74.00004031,515,W 43 St & 10 Ave,40.76009437,-73.99461843,23511,Subscriber,1971,1
433,6/1/2016 00:53:52,6/1/2016 01:01:05,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,382,University Pl & E 14 St,40.73492695,-73.99200509,24887,Subscriber,1987,1
525,6/1/2016 00:53:51,6/1/2016 01:02:36,345,W 13 St & 6 Ave,40.73649403,-73.99704374,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15442,Subscriber,1978,1
